"cat","catnum","level","statcode","fips","abbrev","name","isstate","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013"
"main",1,1,"Share",23,"ME","Maine",1,0.05078164,0.05845825,0.06220787,0.05770989,0.05695136,0.05502309,0.06060346,0.06885791
"main",1,1,"Share",24,"MD","Maryland",1,0.18390319,0.19427167,0.20644195,0.21552369,0.22640736,0.23258723,0.23737006,0.24598898
"main",1,1,"Share",25,"MA","Massachusetts",1,0.21398488,0.21568541,0.22748066,0.23619375,0.24347042,0.24942896,0.25371984,0.26522109
"main",1,1,"Share",26,"MI","Michigan",1,0.09897695,0.1012613,0.10137998,0.10078616,0.10346558,0.10867629,0.11600932,0.12015163
"main",1,1,"Share",27,"MN","Minnesota",1,0.12565985,0.12683186,0.13049701,0.13963541,0.14772014,0.15444186,0.15984361,0.15874489
"main",1,1,"Share",28,"MS","Mississippi",1,0.02612777,0.02420732,0.025158,0.03145103,0.03199726,0.03336747,0.0345496,0.03523578
"main",1,1,"Share",29,"MO","Missouri",1,0.06020349,0.05770068,0.06218189,0.06670099,0.06576981,0.07038348,0.07126015,0.06941564
"main",1,1,"Share",30,"MT","Montana",1,0.03201967,0.03166292,0.03820594,0.03923821,0.0355201,0.03496991,0.03408799,0.02834618
"main",1,1,"Share",31,"NE","Nebraska",1,0.11145998,0.1118129,0.11983056,0.12638475,0.12856591,0.1303034,0.14502814,0.15048362
"main",1,1,"Share",32,"NV","Nevada",1,0.33064625,0.3554714,0.36085999,0.35402289,0.35607144,0.37013105,0.37264946,0.36685365
"main",1,1,"Share",33,"NH","New Hampshire",1,0.09064154,0.08717411,0.08487993,0.09464379,0.1037491,0.10644879,0.10538865,0.10257708
"main",1,1,"Share",34,"NJ","New Jersey",1,0.29604617,0.30987158,0.31473249,0.31463495,0.32407129,0.33724281,0.34628737,0.3549099
"main",1,1,"Share",35,"NM","New Mexico",1,0.18626252,0.20199883,0.19927885,0.20087869,0.20771445,0.2091195,0.20354041,0.21378258
"main",1,1,"Share",36,"NY","New York",1,0.31755719,0.32532308,0.33138624,0.33159053,0.33181304,0.33273837,0.34263015,0.35073349
"main",1,1,"Share",37,"NC","North Carolina",1,0.11991005,0.12940221,0.1419865,0.15349497,0.16105676,0.16190395,0.16267793,0.1701827
"main",1,1,"Share",38,"ND","North Dakota",1,0.04646318,0.03161544,0.03410461,0.04854985,0.04022237,0.04007547,0.04694406,0.04578623
"main",1,1,"Share",39,"OH","Ohio",1,0.05001163,0.05173403,0.05661926,0.06164558,0.0663937,0.06635261,0.06489568,0.06914776
"main",1,1,"Share",40,"OK","Oklahoma",1,0.09019502,0.09606074,0.10178254,0.1064131,0.11232095,0.11608844,0.11297242,0.11277936
"main",1,1,"Share",41,"OR","Oregon",1,0.18903404,0.195143,0.20394,0.20720063,0.21587925,0.22218759,0.2216377,0.22443195
"main",1,1,"Share",42,"PA","Pennsylvania",1,0.08149886,0.08766509,0.0943673,0.09539495,0.09825684,0.10304659,0.10483492,0.11091719
"main",1,1,"Share",44,"RI","Rhode island",1,0.2341702,0.24381523,0.25280407,0.23288424,0.22491239,0.2363098,0.23697402,0.24496105
"main",1,1,"Share",45,"SC","South Carolina",1,0.06515408,0.07264885,0.07679933,0.0833156,0.08891094,0.08639093,0.08782268,0.09029868
"main",1,1,"Share",46,"SD","South Dakota",1,0.03504593,0.03420388,0.04098969,0.0457248,0.04816652,0.05127538,0.04777477,0.04041022
"main",1,1,"Share",47,"TN","Tennessee",1,0.06785679,0.07293942,0.0826192,0.08713599,0.09124522,0.09821429,0.09924221,0.09881035
"main",1,1,"Share",48,"TX","Texas",1,0.30229169,0.30591363,0.31173691,0.32121935,0.32642531,0.3295266,0.33249652,0.33013797
"main",1,1,"Share",49,"UT","Utah",1,0.14643404,0.15669377,0.1587373,0.15456523,0.14767763,0.15552114,0.16067854,0.15730913
"main",1,1,"Share",50,"VT","Vermont",1,0.03824995,0.04822773,0.058404,0.06147225,0.06096428,0.06290349,0.05660794,0.05777796
"main",1,1,"Share",51,"VA","Virginia",1,0.16195343,0.16368107,0.1685065,0.17714038,0.19126482,0.20151062,0.20636073,0.2110742
"main",1,1,"Share",53,"WA","Washington",1,0.21896808,0.2288101,0.23194917,0.23770551,0.2515808,0.26231784,0.26237527,0.27026266
"main",1,1,"Share",54,"WV","West Virginia",1,0.02074813,0.01932845,0.02104848,0.01992913,0.01951747,0.02272368,0.02038916,0.02333858
"main",1,1,"Share",55,"WI","Wisconsin",1,0.07390568,0.07901136,0.08714989,0.09462546,0.09742422,0.09739822,0.09502709,0.10117908
"main",1,1,"Share",56,"WY","Wyoming",1,0.04533719,0.04681198,0.04340229,0.05261399,0.05385269,0.05469245,0.06992362,0.08223335
"main",1,1,"Share",0,"US","United States",1,0.21419872,0.21839616,0.22256942,0.2270717,0.23058927,0.23301224,0.23648936,0.23978242
"main",1,1,"Share",10420,,"Akron, OH",0,,,,0.06829584,0.06865485,0.07461588,,
"main",1,1,"Share",10580,,"Albany-Schenectady-Troy, NY",0,,,,0.11340747,0.11756568,0.11721169,,
"main",1,1,"Share",10740,,"Albuquerque, NM",0,,,,0.2135986,0.22376017,0.20929544,,
"main",1,1,"Share",10900,,"Allentown-Bethlehem-Easton, PA-NJ",0,,,,0.1419687,0.14703227,0.17381254,,
"main",1,1,"Share",12060,,"Atlanta-Sandy Springs-Marietta, GA",0,,,,0.23493677,0.24270077,0.24192461,,
"main",1,1,"Share",12260,,"Augusta-Richmond County, GA-SC",0,,,,0.05010494,0.06475258,0.07306258,,
"main",1,1,"Share",12420,,"Austin-Round Rock, TX",0,,,,0.28452341,0.29219084,0.29355734,,
"main",1,1,"Share",12540,,"Bakersfield, CA",0,,,,0.41153497,0.42417004,0.41587943,,
"main",1,1,"Share",12580,,"Baltimore-Towson, MD",0,,,,0.13786934,0.15408185,0.15946735,,
"main",1,1,"Share",12940,,"Baton Rouge, LA",0,,,,0.04647745,0.04647889,0.04902346,,
"main",1,1,"Share",13820,,"Birmingham-Hoover, AL",0,,,,0.07559121,0.08814098,0.08774466,,
"main",1,1,"Share",14260,,"Boise City-Nampa, ID",0,,,,0.15692762,0.15154311,0.15099496,,
"main",1,1,"Share",14460,,"Boston-Cambridge-Quincy, MA-NH",0,,,,0.26612364,0.27534325,0.28115741,,
"main",1,1,"Share",14600,,"Bradenton-Sarasota-Venice, FL",0,,,,0.23029815,0.25147172,0.24795871,,
"main",1,1,"Share",14860,,"Bridgeport-Stamford-Norwalk, CT",0,,,,0.32452002,0.31825215,0.32639735,,
"main",1,1,"Share",15380,,"Buffalo-Niagara Falls, NY",0,,,,0.07704038,0.09085023,0.09434974,,
"main",1,1,"Share",16700,,"Charleston-North Charleston-Summerville, SC",0,,,,0.07887786,0.10060346,0.09672239,,
"main",1,1,"Share",16740,,"Charlotte-Gastonia-Concord, NC-SC",0,,,,0.20330656,0.19623768,0.18753913,,
"main",1,1,"Share",16860,,"Chattanooga, TN-GA",0,,,,0.08098269,0.07628487,0.07461396,,
"main",1,1,"Share",16980,,"Chicago-Naperville-Joliet, IL-IN-WI",0,,,,0.3043632,0.30926959,0.31803798,,
"main",1,1,"Share",17140,,"Cincinnati-Middletown, OH-KY-IN",0,,,,0.06224272,0.07252631,0.06750808,,
"main",1,1,"Share",17460,,"Cleveland-Elyria-Mentor, OH",0,,,,0.08223253,0.07938028,0.08189041,,
"main",1,1,"Share",17820,,"Colorado Springs, CO",0,,,,0.13578286,0.1389464,0.13647725,,
"main",1,1,"Share",17900,,"Columbia, SC",0,,,,0.08193522,0.08166615,0.07709191,,
"main",1,1,"Share",18140,,"Columbus, OH",0,,,,0.11232427,0.12535164,0.12592241,,
"main",1,1,"Share",19100,,"Dallas-Fort Worth-Arlington, TX",0,,,,0.34411027,0.35120117,0.3505365,,
"main",1,1,"Share",19380,,"Dayton, OH",0,,,,0.05754339,0.06369893,0.06323041,,
"main",1,1,"Share",19740,,"Denver-Aurora-Broomfield, CO",0,,,,0.24991792,0.24971952,0.25401249,,
"main",1,1,"Share",19780,,"Des Moines-West Des Moines, IA",0,,,,0.13532401,0.14018123,0.14881996,,
"main",1,1,"Share",19820,,"Detroit-Warren-Livonia, MI",0,,,,0.14584159,0.14872418,0.15228825,,
"main",1,1,"Share",21340,,"El Paso, TX",0,,,,0.47802928,0.46139827,0.46445961,,
"main",1,1,"Share",23420,,"Fresno, CA",0,,,,0.42133421,0.43545034,0.43710696,,
"main",1,1,"Share",24340,,"Grand Rapids-Wyoming, MI",0,,,,0.09715601,0.09660354,0.12079585,,
"main",1,1,"Share",24660,,"Greensboro-High Point, NC",0,,,,0.15742711,0.16216802,0.1616959,,
"main",1,1,"Share",24860,,"Greenville-Mauldin-Easley, SC",0,,,,0.12542473,0.14294499,0.12593608,,
"main",1,1,"Share",25420,,"Harrisburg-Carlisle, PA",0,,,,0.08346358,0.08040243,0.08275266,,
"main",1,1,"Share",25540,,"Hartford-West Hartford-East Hartford, CT",0,,,,0.18994441,0.19864279,0.1922492,,
"main",1,1,"Share",26180,,"Honolulu, HI",0,,,,0.28948294,0.2792998,0.29368775,,
"main",1,1,"Share",26420,,"Houston-Sugar Land-Baytown, TX",0,,,,0.40167719,0.4101443,0.41540791,,
"main",1,1,"Share",26900,,"Indianapolis-Carmel, IN",0,,,,0.10949949,0.11133641,0.11667896,,
"main",1,1,"Share",27140,,"Jackson, MS",0,,,,0.03107786,0.03058303,0.0313648,,
"main",1,1,"Share",27260,,"Jacksonville, FL",0,,,,0.13013295,0.1372524,0.12816792,,
"main",1,1,"Share",28140,,"Kansas City, MO-KS",0,,,,0.11302418,0.10886407,0.11948041,,
"main",1,1,"Share",28940,,"Knoxville, TN",0,,,,0.06102319,0.07850662,0.09210258,,
"main",1,1,"Share",29460,,"Lakeland-Winter Haven, FL",0,,,,0.21160862,0.21778932,0.21105085,,
"main",1,1,"Share",29540,,"Lancaster, PA",0,,,,0.07920143,0.074956,0.08145672,,
"main",1,1,"Share",29620,,"Lansing-East Lansing, MI",0,,,,0.08357173,0.09198959,0.10038449,,
"main",1,1,"Share",29820,,"Las Vegas-Paradise, NV",0,,,,0.38992378,0.39542476,0.40249377,,
"main",1,1,"Share",30780,,"Little Rock-North Little Rock-Conway, AR",0,,,,0.08528375,0.07751869,0.07195876,,
"main",1,1,"Share",31100,,"Los Angeles-Long Beach-Santa Ana, CA",0,,,,0.58215649,0.57996615,0.57273949,,
"main",1,1,"Share",31140,,"LouisvilleJefferson County, KY-IN",0,,,,0.07435947,0.08132106,0.09246486,,
"main",1,1,"Share",31540,,"Madison, WI",0,,,,0.1018081,0.11486224,0.14936443,,
"main",1,1,"Share",32580,,"McAllen-Edinburg-Mission, TX",0,,,,0.58232545,0.57358638,0.58178737,,
"main",1,1,"Share",32820,,"Memphis, TN-MS-AR",0,,,,0.08841308,0.09243817,0.0928548,,
"main",1,1,"Share",33100,,"Miami-Fort Lauderdale-Pompano Beach, FL",0,,,,0.52937975,0.53474447,0.53791042,,
"main",1,1,"Share",33340,,"Milwaukee-Waukesha-West Allis, WI",0,,,,0.13500158,0.13847486,0.1288426,,
"main",1,1,"Share",33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",0,,,,0.18010801,0.19388055,0.1992785,,
"main",1,1,"Share",33700,,"Modesto, CA",0,,,,0.39862228,0.39020254,0.38173445,,
"main",1,1,"Share",34980,,"Nashville-Davidson-Murfreesboro-Franklin, TN",0,,,,0.14765243,0.14507008,0.15587572,,
"main",1,1,"Share",35300,,"New Haven-Milford, CT",0,,,,0.18284416,0.19975028,0.21178573,,
"main",1,1,"Share",35380,,"New Orleans-Metairie-Kenner, LA",0,,,,0.09227182,0.09883433,0.09300034,,
"main",1,1,"Share",35620,,"New York-Northern New Jersey-Long Island, NY-NJ-PA",0,,,,0.42501611,0.42750406,0.43236518,,
"main",1,1,"Share",36420,,"Oklahoma City, OK",0,,,,0.13706626,0.14773758,0.16687478,,
"main",1,1,"Share",36540,,"Omaha-Council Bluffs, NE-IA",0,,,,0.12578608,0.13738619,0.13931107,,
"main",1,1,"Share",36740,,"Orlando-Kissimmee, FL",0,,,,0.28094674,0.27482716,0.2672886,,
"main",1,1,"Share",37100,,"Oxnard-Thousand Oaks-Ventura, CA",0,,,,0.42251734,0.45250304,0.44162432,,
"main",1,1,"Share",37340,,"Palm Bay-Melbourne-Titusville, FL",0,,,,0.13848824,0.14245932,0.14409071,,
"main",1,1,"Share",37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,,,,0.14821388,0.15151985,0.15764024,,
"main",1,1,"Share",38060,,"Phoenix-Mesa-Scottsdale, AZ",0,,,,0.3275671,0.314892,0.29480688,,
"main",1,1,"Share",38300,,"Pittsburgh, PA",0,,,,0.04812336,0.05240182,0.05066852,,
"main",1,1,"Share",38860,,"Portland-South Portland-Biddeford, ME",0,,,,0.07382285,0.08101208,0.08535392,,
"main",1,1,"Share",38900,,"Portland-Vancouver-Beaverton, OR-WA",0,,,,0.25633274,0.26246009,0.26067814,,
"main",1,1,"Share",39100,,"Poughkeepsie-Newburgh-Middletown, NY",0,,,,0.21650074,0.2267681,0.23357561,,
"main",1,1,"Share",39300,,"Providence-New Bedford-Fall River, RI-MA",0,,,,0.21300399,0.20548709,0.20937818,,
"main",1,1,"Share",39580,,"Raleigh-Cary, NC",0,,,,0.22259777,0.2271237,0.23438392,,
"main",1,1,"Share",40060,,"Richmond, VA",0,,,,0.10913653,0.12284858,0.13143414,,
"main",1,1,"Share",40140,,"Riverside-San Bernardino-Ontario, CA",0,,,,0.43176669,0.42916085,0.41668242,,
"main",1,1,"Share",40380,,"Rochester, NY",0,,,,0.09084875,0.09627422,0.09929088,,
"main",1,1,"Share",40900,,"Sacramento-Arden-Arcade-Roseville, CA",0,,,,0.31398139,0.32596048,0.3514546,,
"main",1,1,"Share",41180,,"St. Louis, MO-IL",0,,,,0.06380645,0.06894236,0.08093306,,
"main",1,1,"Share",41620,,"Salt Lake City, UT",0,,,,0.22172451,0.21656729,0.22882176,,
"main",1,1,"Share",41700,,"San Antonio, TX",0,,,,0.2188487,0.21948969,0.22843507,,
"main",1,1,"Share",41740,,"San Diego-Carlsbad-San Marcos, CA",0,,,,0.43241223,0.44920597,0.45184862,,
"main",1,1,"Share",41860,,"San Francisco-Oakland-Fremont, CA",0,,,,0.48363271,0.49676473,0.49696256,,
"main",1,1,"Share",41940,,"San Jose-Sunnyvale-Santa Clara, CA",0,,,,0.60118656,0.60024712,0.61064916,,
"main",1,1,"Share",42220,,"Santa Rosa-Petaluma, CA",0,,,,0.34056646,0.34363665,0.37053202,,
"main",1,1,"Share",42540,,"Scranton-Wilkes-Barre, PA",0,,,,0.06863114,0.08473678,0.09074075,,
"main",1,1,"Share",42660,,"Seattle-Tacoma-Bellevue, WA",0,,,,0.27343701,0.29202336,0.3041142,,
"main",1,1,"Share",44140,,"Springfield, MA",0,,,,0.13309541,0.13250104,0.13633158,,
"main",1,1,"Share",44700,,"Stockton, CA",0,,,,0.42969646,0.42839038,0.43243478,,
"main",1,1,"Share",45060,,"Syracuse, NY",0,,,,0.0682254,0.07798,0.09594222,,
"main",1,1,"Share",45300,,"Tampa-St. Petersburg-Clearwater, FL",0,,,,0.19431335,0.2007734,0.20653006,,
"main",1,1,"Share",45780,,"Toledo, OH",0,,,,0.05056459,0.06279945,0.06253096,,
"main",1,1,"Share",46060,,"Tucson, AZ",0,,,,0.26345591,0.27554862,0.26837427,,
"main",1,1,"Share",46140,,"Tulsa, OK",0,,,,0.11469038,0.12070751,0.11176327,,
"main",1,1,"Share",47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",0,,,,0.09180921,0.10142383,0.10774402,,
"main",1,1,"Share",47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,,,,0.3344416,0.34572057,0.35894842,,
"main",1,1,"Share",48620,,"Wichita, KS",0,,,,0.1189673,0.13597602,0.15909922,,
"main",1,1,"Share",49340,,"Worcester, MA",0,,,,0.17867203,0.19169698,0.20480732,,
"main",1,1,"Share",49660,,"Youngstown-Warren-Boardman, OH-PA",0,,,,0.02215673,0.021641,0.02038129,,
"main",1,2,"TotalNum",1,"AL","Alabama",1,50000,53000,60000,70000,77000,76000,78000,74000
"main",1,2,"TotalNum",2,"AK","Alaska",1,19000,21000,20000,21000,20000,18000,18000,18000
"main",1,2,"TotalNum",4,"AZ","Arizona",1,454000,489000,512000,518000,492000,451000,446000,454000
"main",1,2,"TotalNum",5,"AR","Arkansas",1,50000,56000,62000,67000,70000,72000,72000,73000
"main",1,2,"TotalNum",6,"CA","California",1,4601000,4570000,4522000,4529000,4533000,4477000,4481000,4473000
"main",1,2,"TotalNum",8,"CO","Colorado",1,229000,233000,247000,253000,253000,252000,254000,271000
"main",1,2,"TotalNum",9,"CT","Connecticut",1,153000,161000,166000,173000,178000,182000,179000,181000
"main",1,2,"TotalNum",10,"DE","Delaware",1,27000,29000,32000,35000,32000,31000,35000,36000
"main",1,2,"TotalNum",11,"DC","District of Columbia",1,18000,18000,22000,23000,21000,21000,24000,27000
"main",1,2,"TotalNum",12,"FL","Florida",1,1178000,1190000,1173000,1202000,1221000,1213000,1246000,1267000
"main",1,2,"TotalNum",13,"GA","Georgia",1,358000,386000,413000,446000,459000,456000,466000,476000
"main",1,2,"TotalNum",15,"HI","Hawaii",1,79000,71000,75000,76000,77000,88000,91000,88000
"main",1,2,"TotalNum",16,"ID","Idaho",1,46000,51000,54000,55000,57000,56000,54000,56000
"main",1,2,"TotalNum",17,"IL","Illinois",1,742000,767000,767000,775000,779000,793000,799000,795000
"main",1,2,"TotalNum",18,"IN","Indiana",1,107000,115000,120000,130000,136000,139000,142000,143000
"main",1,2,"TotalNum",19,"IA","Iowa",1,47000,51000,55000,55000,61000,65000,63000,70000
"main",1,2,"TotalNum",20,"KS","Kansas",1,77000,86000,87000,87000,91000,1e+05,106000,105000
"main",1,2,"TotalNum",21,"KY","Kentucky",1,39000,39000,45000,53000,58000,63000,69000,70000
"main",1,2,"TotalNum",22,"LA","Louisiana",1,46000,48000,52000,55000,57000,57000,61000,65000
"main",1,2,"TotalNum",23,"ME","Maine",1,14000,16000,17000,16000,16000,15000,16000,18000
"main",1,2,"TotalNum",24,"MD","Maryland",1,253000,265000,279000,289000,306000,314000,319000,330000
"main",1,2,"TotalNum",25,"MA","Massachusetts",1,312000,312000,326000,339000,347000,352000,356000,370000
"main",1,2,"TotalNum",26,"MI","Michigan",1,246000,249000,245000,239000,242000,251000,264000,271000
"main",1,2,"TotalNum",27,"MN","Minnesota",1,156000,159000,164000,175000,188000,198000,204000,202000
"main",1,2,"TotalNum",28,"MS","Mississippi",1,20000,18000,19000,24000,24000,25000,26000,26000
"main",1,2,"TotalNum",29,"MO","Missouri",1,85000,82000,88000,95000,94000,1e+05,1e+05,97000
"main",1,2,"TotalNum",30,"MT","Montana",1,7000,7000,9000,9000,8000,8000,8000,6000
"main",1,2,"TotalNum",31,"NE","Nebraska",1,49000,51000,55000,57000,58000,60000,67000,70000
"main",1,2,"TotalNum",32,"NV","Nevada",1,207000,231000,241000,240000,240000,245000,247000,243000
"main",1,2,"TotalNum",33,"NH","New Hampshire",1,27000,26000,25000,28000,30000,30000,29000,28000
"main",1,2,"TotalNum",34,"NJ","New Jersey",1,629000,642000,645000,644000,665000,692000,704000,718000
"main",1,2,"TotalNum",35,"NM","New Mexico",1,92000,101000,99000,102000,107000,108000,105000,109000
"main",1,2,"TotalNum",36,"NY","New York",1,1437000,1455000,1463000,1462000,1449000,1429000,1462000,1488000
"main",1,2,"TotalNum",37,"NC","North Carolina",1,257000,282000,316000,346000,367000,370000,372000,389000
"main",1,2,"TotalNum",38,"ND","North Dakota",1,7000,,,7000,6000,6000,7000,7000
"main",1,2,"TotalNum",39,"OH","Ohio",1,138000,143000,155000,168000,180000,179000,173000,183000
"main",1,2,"TotalNum",40,"OK","Oklahoma",1,78000,86000,92000,97000,104000,108000,106000,106000
"main",1,2,"TotalNum",41,"OR","Oregon",1,161000,168000,177000,181000,188000,192000,191000,193000
"main",1,2,"TotalNum",42,"PA","Pennsylvania",1,228000,247000,262000,264000,273000,286000,288000,302000
"main",1,2,"TotalNum",44,"RI","Rhode island",1,57000,58000,58000,52000,51000,52000,52000,53000
"main",1,2,"TotalNum",45,"SC","South Carolina",1,67000,76000,82000,89000,96000,93000,95000,97000
"main",1,2,"TotalNum",46,"SD","South Dakota",1,7000,7000,8000,9000,10000,10000,10000,8000
"main",1,2,"TotalNum",47,"TN","Tennessee",1,96000,106000,121000,129000,136000,147000,148000,147000
"main",1,2,"TotalNum",48,"TX","Texas",1,1935000,2004000,2078000,2188000,2249000,2281000,2316000,2313000
"main",1,2,"TotalNum",49,"UT","Utah",1,114000,126000,132000,132000,128000,136000,142000,140000
"main",1,2,"TotalNum",50,"VT","Vermont",1,5000,6000,8000,8000,8000,8000,7000,7000
"main",1,2,"TotalNum",51,"VA","Virginia",1,293000,298000,308000,325000,354000,373000,383000,392000
"main",1,2,"TotalNum",53,"WA","Washington",1,330000,352000,358000,371000,397000,414000,414000,429000
"main",1,2,"TotalNum",54,"WV","West Virginia",1,8000,8000,8000,8000,8000,9000,8000,9000
"main",1,2,"TotalNum",55,"WI","Wisconsin",1,97000,104000,114000,124000,129000,129000,126000,133000
"main",1,2,"TotalNum",56,"WY","Wyoming",1,5000,6000,6000,7000,7000,7000,9000,11000
"main",1,2,"TotalNum",0,"US","United States",1,15736000,16128000,16448000,16845000,17133000,17241000,17439000,17640000
"main",1,3,"Percent",1,"AL","Alabama",1,0.00317945,0.00329131,0.00364631,0.00415554,0.00449425,0.0044081,0.00447273,0.00419501
"main",1,3,"Percent",2,"AK","Alaska",1,0.00120819,0.0013041,0.00121544,0.00124666,0.00116734,0.00104402,0.00103217,0.00102041
"main",1,3,"Percent",4,"AZ","Arizona",1,0.02886939,0.03036701,0.03111516,0.03075096,0.02871651,0.02615857,0.02557486,0.02573696
"main",1,3,"Percent",5,"AR","Arkansas",1,0.00317945,0.00347761,0.00376785,0.00397744,0.00408568,0.00417609,0.00412868,0.00413832
"main",1,3,"Percent",6,"CA","California",1,0.2925728,0.28379804,0.27481008,0.26886317,0.26457712,0.25967172,0.25695279,0.25357142
"main",1,3,"Percent",8,"CO","Colorado",1,0.01456187,0.01446935,0.01501064,0.01501929,0.01476682,0.01461632,0.01456506,0.01536281
"main",1,3,"Percent",9,"CT","Connecticut",1,0.00972911,0.00999814,0.01008812,0.01027011,0.01038931,0.01055623,0.01026435,0.01026077
"main",1,3,"Percent",10,"DE","Delaware",1,0.0017169,0.00180091,0.0019447,0.00207777,0.00186774,0.00179804,0.002007,0.00204082
"main",1,3,"Percent",11,"DC","District of Columbia",1,0.0011446,0.0011178,0.00133698,0.00136539,0.0012257,0.00121803,0.00137623,0.00153061
"main",1,3,"Percent",12,"FL","Florida",1,0.07490779,0.07389928,0.07128532,0.07135648,0.07126598,0.07035555,0.07144905,0.0718254
"main",1,3,"Percent",13,"GA","Georgia",1,0.02276485,0.02397069,0.02509875,0.0264767,0.0267904,0.02644858,0.02672172,0.02698413
"main",1,3,"Percent",15,"HI","Hawaii",1,0.00502353,0.00440912,0.00455789,0.00451172,0.00449425,0.00510411,0.00521819,0.00498866
"main",1,3,"Percent",16,"ID","Idaho",1,0.00292509,0.00316711,0.00328168,0.00326506,0.00332691,0.00324807,0.00309651,0.0031746
"main",1,3,"Percent",17,"IL","Illinois",1,0.04718301,0.04763088,0.04661197,0.04600772,0.04546781,0.04599501,0.04581685,0.04506803
"main",1,3,"Percent",18,"IN","Indiana",1,0.00680402,0.00714153,0.00729262,0.00771742,0.0079379,0.00806218,0.00814267,0.00810658
"main",1,3,"Percent",19,"IA","Iowa",1,0.00298868,0.00316711,0.00334245,0.00326506,0.00356038,0.00377008,0.00361259,0.00396825
"main",1,3,"Percent",20,"KS","Kansas",1,0.00489635,0.00534062,0.00528715,0.00516474,0.00531139,0.00580013,0.00607833,0.00595238
"main",1,3,"Percent",21,"KY","Kentucky",1,0.00247997,0.00242191,0.00273473,0.00314633,0.00338528,0.00365408,0.00395665,0.00396825
"main",1,3,"Percent",22,"LA","Louisiana",1,0.00292509,0.00298081,0.00316013,0.00326506,0.00332691,0.00330607,0.00349791,0.00368481
"main",1,3,"Percent",23,"ME","Maine",1,0.00089025,0.0009936,0.00103312,0.00094984,0.00093387,0.00087002,0.00091748,0.00102041
"main",1,3,"Percent",24,"MD","Maryland",1,0.01608801,0.01645656,0.01695533,0.01715643,0.01786027,0.0182124,0.01829233,0.01870748
"main",1,3,"Percent",25,"MA","Massachusetts",1,0.01983976,0.01937527,0.01981161,0.02012467,0.02025331,0.02041645,0.02041402,0.02097506
"main",1,3,"Percent",26,"MI","Michigan",1,0.01564289,0.01546296,0.01488909,0.01418819,0.01412479,0.01455832,0.01513848,0.01536281
