"cat","catnum","level","statcode","fips","abbrev","name","isstate","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013"
"origin",3,5,"Africa",17900,,"Columbia, SC",0,,,,0.13031195,0.14273021,0.08834362,,
"origin",3,5,"Africa",18140,,"Columbus, OH",0,,,,0.27892529,0.28997726,0.31109106,,
"origin",3,5,"Africa",19100,,"Dallas-Fort Worth-Arlington, TX",0,,,,0.04844788,0.05263494,0.05531535,,
"origin",3,5,"Africa",19380,,"Dayton, OH",0,,,,0.07075344,0.07570267,0.09278691,,
"origin",3,5,"Africa",19740,,"Denver-Aurora-Broomfield, CO",0,,,,0.06090263,0.0635399,0.06039885,,
"origin",3,5,"Africa",19780,,"Des Moines-West Des Moines, IA",0,,,,0.16530237,0.11116961,0.12631129,,
"origin",3,5,"Africa",19820,,"Detroit-Warren-Livonia, MI",0,,,,0.04381136,0.03961498,0.04426702,,
"origin",3,5,"Africa",21340,,"El Paso, TX",0,,,,0.00686233,0.00791322,0.00598276,,
"origin",3,5,"Africa",23420,,"Fresno, CA",0,,,,0.00191664,0.00678071,0.00697145,,
"origin",3,5,"Africa",24340,,"Grand Rapids-Wyoming, MI",0,,,,0.03760581,0.02682498,0.0677514,,
"origin",3,5,"Africa",24660,,"Greensboro-High Point, NC",0,,,,0.12998281,0.16840691,0.15858832,,
"origin",3,5,"Africa",24860,,"Greenville-Mauldin-Easley, SC",0,,,,0.06471512,0.0665332,0.03986832,,
"origin",3,5,"Africa",25420,,"Harrisburg-Carlisle, PA",0,,,,0.18371912,0.17501565,0.17820199,,
"origin",3,5,"Africa",25540,,"Hartford-West Hartford-East Hartford, CT",0,,,,0.28185956,0.27013569,0.23470131,,
"origin",3,5,"Africa",26180,,"Honolulu, HI",0,,,,0.0359181,0.01695567,0.01948551,,
"origin",3,5,"Africa",26420,,"Houston-Sugar Land-Baytown, TX",0,,,,0.04959242,0.04556299,0.03837224,,
"origin",3,5,"Africa",26900,,"Indianapolis-Carmel, IN",0,,,,0.0660064,0.11781947,0.13119722,,
"origin",3,5,"Africa",27140,,"Jackson, MS",0,,,,,,,,
"origin",3,5,"Africa",27260,,"Jacksonville, FL",0,,,,0.15321232,0.17061969,0.21143662,,
"origin",3,5,"Africa",28140,,"Kansas City, MO-KS",0,,,,0.06697232,0.07798001,0.07437501,,
"origin",3,5,"Africa",28940,,"Knoxville, TN",0,,,,0.02289602,0.06328151,0.11425399,,
"origin",3,5,"Africa",29460,,"Lakeland-Winter Haven, FL",0,,,,0.1991296,0.18068054,0.16669181,,
"origin",3,5,"Africa",29540,,"Lancaster, PA",0,,,,0.15368988,0.17509235,0.10177266,,
"origin",3,5,"Africa",29620,,"Lansing-East Lansing, MI",0,,,,0.1181221,0.12866476,0.11465569,,
"origin",3,5,"Africa",29820,,"Las Vegas-Paradise, NV",0,,,,0.03489329,0.03320774,0.02234402,,
"origin",3,5,"Africa",30780,,"Little Rock-North Little Rock-Conway, AR",0,,,,0.10533471,0.05504873,0.0517251,,
"origin",3,5,"Africa",31100,,"Los Angeles-Long Beach-Santa Ana, CA",0,,,,0.01467405,0.01481326,0.01689703,,
"origin",3,5,"Africa",31140,,"LouisvilleJefferson County, KY-IN",0,,,,0.09928901,0.12104409,0.20709698,,
"origin",3,5,"Africa",31540,,"Madison, WI",0,,,,0.01326103,0.0629012,0.08007676,,
"origin",3,5,"Africa",32580,,"McAllen-Edinburg-Mission, TX",0,,,,0,0.00043239,0.00042293,,
"origin",3,5,"Africa",32820,,"Memphis, TN-MS-AR",0,,,,0.11839079,0.09429984,0.11109072,,
"origin",3,5,"Africa",33100,,"Miami-Fort Lauderdale-Pompano Beach, FL",0,,,,0.23128747,0.23083586,0.23536201,,
"origin",3,5,"Africa",33340,,"Milwaukee-Waukesha-West Allis, WI",0,,,,0.05633586,0.06021229,0.0918953,,
"origin",3,5,"Africa",33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",0,,,,0.18962017,0.21110119,0.24977408,,
"origin",3,5,"Africa",33700,,"Modesto, CA",0,,,,0.00639532,0.00542647,0.00378276,,
"origin",3,5,"Africa",34980,,"Nashville-Davidson-Murfreesboro-Franklin, TN",0,,,,0.12478505,0.11203455,0.11226759,,
"origin",3,5,"Africa",35300,,"New Haven-Milford, CT",0,,,,0.14469508,0.12715481,0.1338661,,
"origin",3,5,"Africa",35380,,"New Orleans-Metairie-Kenner, LA",0,,,,0.04850312,0.04644304,0.04560651,,
"origin",3,5,"Africa",35620,,"New York-Northern New Jersey-Long Island, NY-NJ-PA",0,,,,0.17285176,0.16512518,0.16494589,,
"origin",3,5,"Africa",36420,,"Oklahoma City, OK",0,,,,0.03372844,0.07073204,0.09094313,,
"origin",3,5,"Africa",36540,,"Omaha-Council Bluffs, NE-IA",0,,,,0.11328413,0.13924214,0.10673365,,
"origin",3,5,"Africa",36740,,"Orlando-Kissimmee, FL",0,,,,0.21194245,0.21130515,0.22162828,,
"origin",3,5,"Africa",37100,,"Oxnard-Thousand Oaks-Ventura, CA",0,,,,0.00783792,0.0052569,0.00686156,,
"origin",3,5,"Africa",37340,,"Palm Bay-Melbourne-Titusville, FL",0,,,,0.28226182,0.2257126,0.23060352,,
"origin",3,5,"Africa",37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,,,,0.17739853,0.17149969,0.20442968,,
"origin",3,5,"Africa",38060,,"Phoenix-Mesa-Scottsdale, AZ",0,,,,0.03654133,0.03542212,0.02930944,,
"origin",3,5,"Africa",38300,,"Pittsburgh, PA",0,,,,0.10531603,0.07326959,0.06821544,,
"origin",3,5,"Africa",38860,,"Portland-South Portland-Biddeford, ME",0,,,,0.25607773,0.35221506,0.41245683,,
"origin",3,5,"Africa",38900,,"Portland-Vancouver-Beaverton, OR-WA",0,,,,0.02667614,0.03915608,0.05717117,,
"origin",3,5,"Africa",39100,,"Poughkeepsie-Newburgh-Middletown, NY",0,,,,0.24358141,0.18836363,0.16878969,,
"origin",3,5,"Africa",39300,,"Providence-New Bedford-Fall River, RI-MA",0,,,,0.08854985,0.10613504,0.09061569,,
"origin",3,5,"Africa",39580,,"Raleigh-Cary, NC",0,,,,0.09139677,0.13874861,0.14028977,,
"origin",3,5,"Africa",40060,,"Richmond, VA",0,,,,0.11972281,0.09517279,0.10994192,,
"origin",3,5,"Africa",40140,,"Riverside-San Bernardino-Ontario, CA",0,,,,0.01856746,0.0166123,0.01684047,,
"origin",3,5,"Africa",40380,,"Rochester, NY",0,,,,0.15544014,0.15277207,0.21079061,,
"origin",3,5,"Africa",40900,,"Sacramento-Arden-Arcade-Roseville, CA",0,,,,0.03106861,0.0257089,0.02462709,,
"origin",3,5,"Africa",41180,,"St. Louis, MO-IL",0,,,,0.11625677,0.1067399,0.10100397,,
"origin",3,5,"Africa",41620,,"Salt Lake City, UT",0,,,,0.04034918,0.02978601,0.03913325,,
"origin",3,5,"Africa",41700,,"San Antonio, TX",0,,,,0.02778426,0.02477108,0.02368151,,
"origin",3,5,"Africa",41740,,"San Diego-Carlsbad-San Marcos, CA",0,,,,0.03103598,0.02994719,0.03746678,,
"origin",3,5,"Africa",41860,,"San Francisco-Oakland-Fremont, CA",0,,,,0.02591765,0.02630156,0.02314145,,
"origin",3,5,"Africa",41940,,"San Jose-Sunnyvale-Santa Clara, CA",0,,,,0.01422757,0.01795716,0.0205811,,
"origin",3,5,"Africa",42220,,"Santa Rosa-Petaluma, CA",0,,,,0.02638455,0.00676105,0.01518075,,
"origin",3,5,"Africa",42540,,"Scranton-Wilkes-Barre, PA",0,,,,0.05385729,0.0738293,0.03075718,,
"origin",3,5,"Africa",42660,,"Seattle-Tacoma-Bellevue, WA",0,,,,0.09090716,0.0842489,0.08710484,,
"origin",3,5,"Africa",44140,,"Springfield, MA",0,,,,0.17543861,0.15026788,0.14824722,,
"origin",3,5,"Africa",44700,,"Stockton, CA",0,,,,0.01720406,0.01788892,0.01129742,,
"origin",3,5,"Africa",45060,,"Syracuse, NY",0,,,,0.21431857,0.17203912,0.16800452,,
"origin",3,5,"Africa",45300,,"Tampa-St. Petersburg-Clearwater, FL",0,,,,0.13965832,0.13319013,0.10290155,,
"origin",3,5,"Africa",45780,,"Toledo, OH",0,,,,0.05524033,0.08416133,0.14349277,,
"origin",3,5,"Africa",46060,,"Tucson, AZ",0,,,,0.0293001,0.03703211,0.03457175,,
"origin",3,5,"Africa",46140,,"Tulsa, OK",0,,,,0.07192937,0.06377308,0.02380231,,
"origin",3,5,"Africa",47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",0,,,,0.14022982,0.1133591,0.15997166,,
"origin",3,5,"Africa",47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,,,,0.1791264,0.17964588,0.19027243,,
"origin",3,5,"Africa",48620,,"Wichita, KS",0,,,,0.07370993,0.05416972,0.04359803,,
"origin",3,5,"Africa",49340,,"Worcester, MA",0,,,,0.18738067,0.20534574,0.21660069,,
"origin",3,5,"Africa",49660,,"Youngstown-Warren-Boardman, OH-PA",0,,,,,,,,
"origin",3,6,"midEast",1,"AL","Alabama",1,0.08984596,0.09569784,0.0856339,0.07882764,0.07865293,0.06005298,0.06957581,0.08131321
"origin",3,6,"midEast",2,"AK","Alaska",1,0.01177138,0.02478004,0.0266261,0.00532989,0.01077809,0.0128916,0.02630512,0.02491901
"origin",3,6,"midEast",4,"AZ","Arizona",1,0.02122258,0.03081472,0.03858691,0.04095211,0.04335815,0.04372698,0.04501712,0.04723638
"origin",3,6,"midEast",5,"AR","Arkansas",1,0.05848786,0.05676479,0.05883491,0.0588696,0.04836741,0.04784849,0.05353774,0.05193665
"origin",3,6,"midEast",6,"CA","California",1,0.05463134,0.05575886,0.05727207,0.05758215,0.05974798,0.06437996,0.06658572,0.06690463
"origin",3,6,"midEast",8,"CO","Colorado",1,0.03872397,0.03623389,0.03988299,0.04377939,0.04680736,0.04637713,0.04704382,0.0510935
"origin",3,6,"midEast",9,"CT","Connecticut",1,0.09106497,0.08829072,0.09688592,0.10620202,0.11872264,0.1247848,0.12349825,0.12297226
"origin",3,6,"midEast",10,"DE","Delaware",1,0.09139559,0.08827715,0.10347926,0.14630499,0.13332705,0.12753618,0.15405129,0.14112283
"origin",3,6,"midEast",11,"DC","District of Columbia",1,0.02761027,0.043977,0.03661722,0.03289502,0.03287566,0.02804651,0.04180224,0.05871994
"origin",3,6,"midEast",12,"FL","Florida",1,0.0424883,0.04820276,0.04611445,0.04624368,0.04467004,0.04240549,0.04461135,0.04729172
"origin",3,6,"midEast",13,"GA","Georgia",1,0.07821716,0.07583641,0.0794792,0.08254387,0.08738434,0.08394828,0.08403748,0.09690969
"origin",3,6,"midEast",15,"HI","Hawaii",1,0.0032088,0.00283278,0.00787109,0.00731357,0.00463746,0.00781122,0.01151873,0.01147415
"origin",3,6,"midEast",16,"ID","Idaho",1,0.01677369,0.00903413,0.01604641,0.01882,0.01993579,0.02283531,0.01594811,0.03883322
"origin",3,6,"midEast",17,"IL","Illinois",1,0.09635601,0.09584252,0.10784521,0.10352878,0.09823038,0.10514292,0.11147733,0.11520921
"origin",3,6,"midEast",18,"IN","Indiana",1,0.08534386,0.08910123,0.07353719,0.07170838,0.07365078,0.08979423,0.09324477,0.09446026
"origin",3,6,"midEast",19,"IA","Iowa",1,0.04768095,0.05080838,0.06047251,0.07488637,0.08014959,0.08801775,0.0875583,0.08373655
"origin",3,6,"midEast",20,"KS","Kansas",1,0.08723011,0.07033388,0.05915569,0.06908018,0.06241982,0.06059414,0.06374551,0.05800495
"origin",3,6,"midEast",21,"KY","Kentucky",1,0.09658246,0.10732065,0.12003291,0.13027023,0.11731844,0.11537884,0.11626948,0.13878627
"origin",3,6,"midEast",22,"LA","Louisiana",1,0.14001127,0.13955452,0.12636971,0.1125574,0.08487204,0.09323534,0.12356376,0.11319697
"origin",3,6,"midEast",23,"ME","Maine",1,0.08501922,0.06536984,0.04849441,0.04081761,0.05259956,0.06182049,0.08362048,0.10565246
"origin",3,6,"midEast",24,"MD","Maryland",1,0.10860749,0.09764294,0.10047492,0.11566243,0.11723515,0.11301971,0.11402603,0.10887098
"origin",3,6,"midEast",25,"MA","Massachusetts",1,0.08092833,0.08167851,0.08815135,0.09639931,0.10341522,0.10325737,0.10101646,0.10115661
"origin",3,6,"midEast",26,"MI","Michigan",1,0.28230211,0.27949607,0.32660145,0.33734244,0.34034732,0.33491182,0.31744629,0.31536922
"origin",3,6,"midEast",27,"MN","Minnesota",1,0.06962485,0.06972826,0.065052,0.08021174,0.07257454,0.0711116,0.0790948,0.08176161
"origin",3,6,"midEast",28,"MS","Mississippi",1,0.11545855,0.09529737,0.09567329,0.09477104,0.09839982,0.10031267,0.07994671,0.09331599
"origin",3,6,"midEast",29,"MO","Missouri",1,0.07945052,0.08732598,0.10535534,0.13033825,0.13972668,0.11112172,0.10742626,0.12983479
"origin",3,6,"midEast",30,"MT","Montana",1,0.05048835,0.01983846,0.04319853,0.0268854,0.02630743,0.07496938,0.04987016,0
"origin",3,6,"midEast",31,"NE","Nebraska",1,0.06236824,0.07771126,0.06602018,0.04437432,0.05970406,0.05639296,0.06157426,0.07752304
"origin",3,6,"midEast",32,"NV","Nevada",1,0.02508148,0.02053426,0.0258578,0.03322854,0.03117723,0.03531408,0.03470669,0.03504531
"origin",3,6,"midEast",33,"NH","New Hampshire",1,0.12672541,0.12541503,0.12558822,0.14905705,0.14917815,0.16290577,0.18767996,0.20505899
"origin",3,6,"midEast",34,"NJ","New Jersey",1,0.14124779,0.14967164,0.15152523,0.15392855,0.16457862,0.16575441,0.15999871,0.17200607
"origin",3,6,"midEast",35,"NM","New Mexico",1,0.02031642,0.01856844,0.02430351,0.01932265,0.01738428,0.01739966,0.02216725,0.02186381
"origin",3,6,"midEast",36,"NY","New York",1,0.11461157,0.12361953,0.12667643,0.11722159,0.11943349,0.12735955,0.12245385,0.11602052
"origin",3,6,"midEast",37,"NC","North Carolina",1,0.0710384,0.06422675,0.06441166,0.07158395,0.06744805,0.07268313,0.07602923,0.06986222
"origin",3,6,"midEast",38,"ND","North Dakota",1,0.16236413,,,0.04843473,0.0766414,0.136925,0.12317269,0.09602787
"origin",3,6,"midEast",39,"OH","Ohio",1,0.18990536,0.19699542,0.20768112,0.19790184,0.1930078,0.20092854,0.20123027,0.1893065
"origin",3,6,"midEast",40,"OK","Oklahoma",1,0.09404363,0.07678144,0.03875855,0.05281491,0.05554275,0.04176165,0.04992879,0.06195432
"origin",3,6,"midEast",41,"OR","Oregon",1,0.04946709,0.05828352,0.04699746,0.04230863,0.05039107,0.04663483,0.0453187,0.05171167
"origin",3,6,"midEast",42,"PA","Pennsylvania",1,0.14113288,0.13991117,0.150343,0.15950832,0.14470749,0.12456519,0.1353422,0.15996733
"origin",3,6,"midEast",44,"RI","Rhode island",1,0.0337238,0.04697783,0.0364599,0.02545319,0.0311306,0.03591686,0.04715757,0.05472136
"origin",3,6,"midEast",45,"SC","South Carolina",1,0.0689906,0.07581957,0.07134978,0.08397023,0.06689478,0.04951677,0.06454688,0.07221074
"origin",3,6,"midEast",46,"SD","South Dakota",1,0.12716976,0.01538002,0.00184706,0.03441693,0.05824594,0.03926451,0.03090769,0.06275267
"origin",3,6,"midEast",47,"TN","Tennessee",1,0.12373284,0.11378864,0.11771357,0.11426599,0.10385048,0.10952543,0.110748,0.10730637
"origin",3,6,"midEast",48,"TX","Texas",1,0.04427657,0.04253357,0.04675335,0.05046147,0.05279539,0.05408367,0.0518257,0.05324511
"origin",3,6,"midEast",49,"UT","Utah",1,0.0390898,0.04301915,0.03360289,0.02478468,0.02030915,0.02487329,0.0334801,0.0441543
"origin",3,6,"midEast",50,"VT","Vermont",1,0.07416104,0.08429935,0.09190083,0.11626425,0.10045895,0.09130301,0.13996173,0.09313244
"origin",3,6,"midEast",51,"VA","Virginia",1,0.13815579,0.13443904,0.15254764,0.15745272,0.15065013,0.15016755,0.16796607,0.17523931
"origin",3,6,"midEast",53,"WA","Washington",1,0.04898487,0.04808507,0.04633728,0.05201895,0.06103304,0.0663334,0.07237812,0.07633283
"origin",3,6,"midEast",54,"WV","West Virginia",1,0.08690247,0.16714068,0.18554351,0.21692531,0.16230227,0.10165822,0.13230711,0.11074518
"origin",3,6,"midEast",55,"WI","Wisconsin",1,0.08554098,0.07208142,0.0646617,0.07451645,0.08183526,0.09774233,0.09746296,0.09105626
"origin",3,6,"midEast",56,"WY","Wyoming",1,0.04424863,0.05067858,0.01782322,0.08648449,0.0766115,0.02212031,0.02159451,0.00730023
"origin",3,6,"midEast",0,"US","United States",1,0.07325146,0.07459579,0.07770261,0.07899392,0.08043134,0.08283818,0.08430546,0.08650582
"origin",3,6,"midEast",10420,,"Akron, OH",0,,,,0.29074666,0.2865794,0.38138086,,
"origin",3,6,"midEast",10580,,"Albany-Schenectady-Troy, NY",0,,,,0.17116907,0.21911568,0.19844949,,
"origin",3,6,"midEast",10740,,"Albuquerque, NM",0,,,,0.03984843,0.03343993,0.0359873,,
"origin",3,6,"midEast",10900,,"Allentown-Bethlehem-Easton, PA-NJ",0,,,,0.17386218,0.135749,0.10721972,,
"origin",3,6,"midEast",12060,,"Atlanta-Sandy Springs-Marietta, GA",0,,,,0.09534346,0.09806424,0.09147573,,
"origin",3,6,"midEast",12260,,"Augusta-Richmond County, GA-SC",0,,,,0.02451361,0.05816163,0.08464534,,
"origin",3,6,"midEast",12420,,"Austin-Round Rock, TX",0,,,,0.07629919,0.0767258,0.08468768,,
"origin",3,6,"midEast",12540,,"Bakersfield, CA",0,,,,0.02880927,0.03226936,0.03994071,,
"origin",3,6,"midEast",12580,,"Baltimore-Towson, MD",0,,,,0.15614552,0.16258733,0.1567521,,
"origin",3,6,"midEast",12940,,"Baton Rouge, LA",0,,,,0.18303937,0.06687113,0.10372671,,
"origin",3,6,"midEast",13820,,"Birmingham-Hoover, AL",0,,,,0.08905659,0.11404879,0.09428576,,
"origin",3,6,"midEast",14260,,"Boise City-Nampa, ID",0,,,,0.02824736,0.0194009,0.02356833,,
"origin",3,6,"midEast",14460,,"Boston-Cambridge-Quincy, MA-NH",0,,,,0.09552099,0.09905632,0.09825227,,
"origin",3,6,"midEast",14600,,"Bradenton-Sarasota-Venice, FL",0,,,,0.03779509,0.05361394,0.04440679,,
"origin",3,6,"midEast",14860,,"Bridgeport-Stamford-Norwalk, CT",0,,,,0.09717959,0.10647397,0.11526318,,
"origin",3,6,"midEast",15380,,"Buffalo-Niagara Falls, NY",0,,,,0.25087837,0.28767309,0.36704185,,
"origin",3,6,"midEast",16700,,"Charleston-North Charleston-Summerville, SC",0,,,,0.08850778,0.04000922,0.02650696,,
"origin",3,6,"midEast",16740,,"Charlotte-Gastonia-Concord, NC-SC",0,,,,0.09837044,0.09078218,0.07665045,,
"origin",3,6,"midEast",16860,,"Chattanooga, TN-GA",0,,,,0.05176285,0.04438354,0.0460612,,
"origin",3,6,"midEast",16980,,"Chicago-Naperville-Joliet, IL-IN-WI",0,,,,0.10187333,0.09801928,0.10429424,,
"origin",3,6,"midEast",17140,,"Cincinnati-Middletown, OH-KY-IN",0,,,,0.14126816,0.16014979,0.189642,,
"origin",3,6,"midEast",17460,,"Cleveland-Elyria-Mentor, OH",0,,,,0.236428,0.22771165,0.24468168,,
"origin",3,6,"midEast",17820,,"Colorado Springs, CO",0,,,,0.05154323,0.06047228,0.08275438,,
"origin",3,6,"midEast",17900,,"Columbia, SC",0,,,,0.11280676,0.07348528,0.07058749,,
"origin",3,6,"midEast",18140,,"Columbus, OH",0,,,,0.17526606,0.17289615,0.14934981,,
"origin",3,6,"midEast",19100,,"Dallas-Fort Worth-Arlington, TX",0,,,,0.07467142,0.08405093,0.07706182,,
"origin",3,6,"midEast",19380,,"Dayton, OH",0,,,,0.22278592,0.21427149,0.20370739,,
"origin",3,6,"midEast",19740,,"Denver-Aurora-Broomfield, CO",0,,,,0.05515032,0.05496719,0.04927288,,
"origin",3,6,"midEast",19780,,"Des Moines-West Des Moines, IA",0,,,,0.03263891,0.05654008,0.10098214,,
"origin",3,6,"midEast",19820,,"Detroit-Warren-Livonia, MI",0,,,,0.42842796,0.44019946,0.44864075,,
"origin",3,6,"midEast",21340,,"El Paso, TX",0,,,,0.00470637,0.00350993,0.00806874,,
"origin",3,6,"midEast",23420,,"Fresno, CA",0,,,,0.05624017,0.05365823,0.04480471,,
"origin",3,6,"midEast",24340,,"Grand Rapids-Wyoming, MI",0,,,,0.05286331,0.07585962,0.04320063,,
"origin",3,6,"midEast",24660,,"Greensboro-High Point, NC",0,,,,0.05311583,0.06238462,0.07525534,,
"origin",3,6,"midEast",24860,,"Greenville-Mauldin-Easley, SC",0,,,,0.11423047,0.10868171,0.06148946,,
"origin",3,6,"midEast",25420,,"Harrisburg-Carlisle, PA",0,,,,0.17602081,0.18555625,0.11423717,,
"origin",3,6,"midEast",25540,,"Hartford-West Hartford-East Hartford, CT",0,,,,0.11961619,0.12385713,0.13831741,,
"origin",3,6,"midEast",26180,,"Honolulu, HI",0,,,,0.00889824,0.00538386,0.01035294,,
"origin",3,6,"midEast",26420,,"Houston-Sugar Land-Baytown, TX",0,,,,0.06395381,0.06395496,0.07056905,,
"origin",3,6,"midEast",26900,,"Indianapolis-Carmel, IN",0,,,,0.09067461,0.08419994,0.12046986,,
"origin",3,6,"midEast",27140,,"Jackson, MS",0,,,,,,,,
"origin",3,6,"midEast",27260,,"Jacksonville, FL",0,,,,0.09770037,0.09983221,0.08128897,,
"origin",3,6,"midEast",28140,,"Kansas City, MO-KS",0,,,,0.10109191,0.10111514,0.08278191,,
"origin",3,6,"midEast",28940,,"Knoxville, TN",0,,,,0.13770479,0.17059726,0.13583598,,
"origin",3,6,"midEast",29460,,"Lakeland-Winter Haven, FL",0,,,,0.02555539,0.02405168,0.02157405,,
"origin",3,6,"midEast",29540,,"Lancaster, PA",0,,,,0.08573315,0.0055409,0.02914616,,
"origin",3,6,"midEast",29620,,"Lansing-East Lansing, MI",0,,,,0.26583499,0.25214621,0.2031157,,
"origin",3,6,"midEast",29820,,"Las Vegas-Paradise, NV",0,,,,0.03066091,0.02780135,0.03500776,,
"origin",3,6,"midEast",30780,,"Little Rock-North Little Rock-Conway, AR",0,,,,0.20569079,0.12983161,0.1270727,,
"origin",3,6,"midEast",31100,,"Los Angeles-Long Beach-Santa Ana, CA",0,,,,0.04798901,0.04773533,0.05126152,,
"origin",3,6,"midEast",31140,,"LouisvilleJefferson County, KY-IN",0,,,,0.16391987,0.15513359,0.09720988,,
"origin",3,6,"midEast",31540,,"Madison, WI",0,,,,0.07573066,0.12108797,0.15468175,,
"origin",3,6,"midEast",32580,,"McAllen-Edinburg-Mission, TX",0,,,,0.00327578,0.00370756,0.00324775,,
"origin",3,6,"midEast",32820,,"Memphis, TN-MS-AR",0,,,,0.13854557,0.13366299,0.10229073,,
"origin",3,6,"midEast",33100,,"Miami-Fort Lauderdale-Pompano Beach, FL",0,,,,0.03423821,0.03359696,0.03242157,,
"origin",3,6,"midEast",33340,,"Milwaukee-Waukesha-West Allis, WI",0,,,,0.10372754,0.11484343,0.13727306,,
"origin",3,6,"midEast",33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",0,,,,0.08296126,0.07538372,0.07962551,,
"origin",3,6,"midEast",33700,,"Modesto, CA",0,,,,0.06594322,0.07346473,0.10617673,,
"origin",3,6,"midEast",34980,,"Nashville-Davidson-Murfreesboro-Franklin, TN",0,,,,0.14065699,0.12415267,0.14856445,,
"origin",3,6,"midEast",35300,,"New Haven-Milford, CT",0,,,,0.11008326,0.13849486,0.13566821,,
"origin",3,6,"midEast",35380,,"New Orleans-Metairie-Kenner, LA",0,,,,0.09695666,0.09635455,0.07360943,,
"origin",3,6,"midEast",35620,,"New York-Northern New Jersey-Long Island, NY-NJ-PA",0,,,,0.12526995,0.12960625,0.13505287,,
"origin",3,6,"midEast",36420,,"Oklahoma City, OK",0,,,,0.05272081,0.05277405,0.03971786,,
"origin",3,6,"midEast",36540,,"Omaha-Council Bluffs, NE-IA",0,,,,0.06970253,0.07497668,0.04959683,,
"origin",3,6,"midEast",36740,,"Orlando-Kissimmee, FL",0,,,,0.06351179,0.05695356,0.0565568,,
"origin",3,6,"midEast",37100,,"Oxnard-Thousand Oaks-Ventura, CA",0,,,,0.04907515,0.06258484,0.07433177,,
"origin",3,6,"midEast",37340,,"Palm Bay-Melbourne-Titusville, FL",0,,,,0.04221794,0.04393305,0.07037243,,
"origin",3,6,"midEast",37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,,,,0.18168752,0.17603748,0.15077124,,
"origin",3,6,"midEast",38060,,"Phoenix-Mesa-Scottsdale, AZ",0,,,,0.04696143,0.05032207,0.05192344,,
"origin",3,6,"midEast",38300,,"Pittsburgh, PA",0,,,,0.25699226,0.2800324,0.2475453,,
"origin",3,6,"midEast",38860,,"Portland-South Portland-Biddeford, ME",0,,,,0.04126076,0.08846358,0.07976518,,
"origin",3,6,"midEast",38900,,"Portland-Vancouver-Beaverton, OR-WA",0,,,,0.05339306,0.06133496,0.05303389,,
"origin",3,6,"midEast",39100,,"Poughkeepsie-Newburgh-Middletown, NY",0,,,,0.12118237,0.11752502,0.12976391,,
"origin",3,6,"midEast",39300,,"Providence-New Bedford-Fall River, RI-MA",0,,,,0.03244011,0.03645164,0.03997644,,
"origin",3,6,"midEast",39580,,"Raleigh-Cary, NC",0,,,,0.10448428,0.10743802,0.16752856,,
"origin",3,6,"midEast",40060,,"Richmond, VA",0,,,,0.15126073,0.18292108,0.18375205,,
"origin",3,6,"midEast",40140,,"Riverside-San Bernardino-Ontario, CA",0,,,,0.02826366,0.03050003,0.03286247,,
"origin",3,6,"midEast",40380,,"Rochester, NY",0,,,,0.13492731,0.11559545,0.11388363,,
"origin",3,6,"midEast",40900,,"Sacramento-Arden-Arcade-Roseville, CA",0,,,,0.07898095,0.08265317,0.08238439,,
"origin",3,6,"midEast",41180,,"St. Louis, MO-IL",0,,,,0.21048068,0.20102932,0.19698661,,
"origin",3,6,"midEast",41620,,"Salt Lake City, UT",0,,,,0.03289401,0.02273703,0.03642358,,
"origin",3,6,"midEast",41700,,"San Antonio, TX",0,,,,0.04618129,0.04277239,0.04564463,,
"origin",3,6,"midEast",41740,,"San Diego-Carlsbad-San Marcos, CA",0,,,,0.05910226,0.06564177,0.06623357,,
"origin",3,6,"midEast",41860,,"San Francisco-Oakland-Fremont, CA",0,,,,0.10382861,0.11001933,0.11641289,,
"origin",3,6,"midEast",41940,,"San Jose-Sunnyvale-Santa Clara, CA",0,,,,0.1510787,0.15461294,0.16449007,,
"origin",3,6,"midEast",42220,,"Santa Rosa-Petaluma, CA",0,,,,0.02700603,0.01618511,0.01375914,,
"origin",3,6,"midEast",42540,,"Scranton-Wilkes-Barre, PA",0,,,,0.11092177,0.09125443,0.10786227,,
"origin",3,6,"midEast",42660,,"Seattle-Tacoma-Bellevue, WA",0,,,,0.07262758,0.08921619,0.09880261,,
"origin",3,6,"midEast",44140,,"Springfield, MA",0,,,,0.0837216,0.09940951,0.1378337,,
"origin",3,6,"midEast",44700,,"Stockton, CA",0,,,,0.06101119,0.07685418,0.09742306,,
"origin",3,6,"midEast",45060,,"Syracuse, NY",0,,,,0.11394797,0.12591264,0.18309815,,
"origin",3,6,"midEast",45300,,"Tampa-St. Petersburg-Clearwater, FL",0,,,,0.08231177,0.08995113,0.08588637,,
"origin",3,6,"midEast",45780,,"Toledo, OH",0,,,,0.35841234,0.2334383,0.22473886,,
"origin",3,6,"midEast",46060,,"Tucson, AZ",0,,,,0.04102332,0.03255854,0.03175855,,
"origin",3,6,"midEast",46140,,"Tulsa, OK",0,,,,0.07962018,0.07491674,0.04845314,,
